time,x,y
0.0,100.0,0.0
0.1,99.99996915748784,0.07853980826519387
0.2,99.99987662997036,0.1570795680830879
0.30000000000000004,99.99972241750464,0.23561923100641216
0.4,99.99950652018582,0.31415874858795634
0.5,99.99922893814706,0.39269807238060006
0.6000000000000001,99.9988896715596,0.47123715393734233
0.7000000000000001,99.99848872063271,0.5497759448113314
0.8,99.99802608561372,0.6283143965558952
0.9,99.99750176678799,0.7068524607245705
1.0,99.99691576447897,0.7853900888711334
1.1,99.99626807904812,0.863927232549629
1.2000000000000002,99.99555871089498,0.9424638433144008
1.3,99.9947876604571,1.0209998727201215
1.4000000000000001,99.99395492821014,1.0995352723218224
1.5,99.99306051466773,1.1780699936749226
1.6,99.99210442038161,1.2566039883352607
1.7000000000000002,99.99108664594155,1.3351372078591228
1.8,99.99000719197535,1.4136696038032737
1.9000000000000001,99.98886605914889,1.4922011277249851
2.0,99.98766324816606,1.5707317311820674
2.1,99.98639875976882,1.6492613657328996
2.2,99.98507259473718,1.727789982936457
2.3000000000000003,99.98368475388918,1.806317534352343
2.4000000000000004,99.9822352380809,1.8848439715408178
2.5,99.98072404820648,1.96336924606283
2.6,99.9791511851981,2.041893309480046
2.7,99.977516650026,2.1204161133548762
2.8000000000000003,99.97582044369841,2.198937609250511
2.9000000000000004,99.97406256726164,2.2774577487309466
3.0,99.97224302180005,2.355976483361015
3.1,99.97036180843604,2.434493764706417
3.2,99.96841892833,2.513009544333748
3.3000000000000003,99.96641438268043,2.5915237738105295
3.4000000000000004,99.9643481727238,2.670036404705241
3.5,99.96222029973468,2.748547388587346
3.6,99.96003076502565,2.8270566770273255
3.7,99.95777956994732,2.905564221596706
3.8000000000000003,99.95546671588833,2.9840699738680887
3.9000000000000004,99.95309220427536,3.062573885415183
4.0,99.95065603657316,3.141075907812829
4.1000000000000005,99.94815821428445,3.2195759926370395
4.2,99.94559873895001,3.2980740914650126
4.3,99.94297761214868,3.3765701558751804
4.4,99.94029483549728,3.455064137447227
4.5,99.9375504106507,3.5335559877621194
4.6000000000000005,99.93474433930183,3.612045658402141
4.7,99.93187662318158,3.6905331009509177
4.800000000000001,99.92894726405892,3.769018266993455
4.9,99.92595626374083,3.8475011081161545
5.0,99.92290362407229,3.925981575906861
5.1000000000000005,99.91978934693634,4.004459621954877
5.2,99.916613434254,4.0829351978510005
5.300000000000001,99.91337588798437,4.161408255187553
5.4,99.9100767101245,4.239878745558411
5.5,99.9067159027095,4.318346620559032
5.6000000000000005,99.90329346781247,4.396811831786491
5.7,99.89980940754457,4.4752743308395
5.800000000000001,99.89626372405492,4.55373406931845
5.9,99.89265641953067,4.632190998825431
6.0,99.888987496197,4.710645070964266
6.1000000000000005,99.88525695631708,4.7890962373405435
6.2,99.88146480219211,4.867544449561641
6.300000000000001,99.87761103616126,4.945989659236761
6.4,99.87369566060174,5.024431817976955
6.5,99.86971867792876,5.102870877395161
6.6000000000000005,99.8656800905955,5.181306789106223
6.7,99.86157990109317,5.259739504726932
6.800000000000001,99.85741811195098,5.338168975876047
6.9,99.85319472573612,5.416595154174331
7.0,99.84890974505379,5.495017991244575
7.1000000000000005,99.8445631725472,5.573437438711634
7.2,99.8401550108975,5.651853448202453
7.300000000000001,99.8356852628239,5.730265971346097
7.4,99.83115393108353,5.808674959773782
7.5,99.8265610184716,5.887080365118903
7.6000000000000005,99.82190652782118,5.9654821390170705
7.7,99.81719046200344,6.043880233106127
7.800000000000001,99.81241282392746,6.122274599026193
7.9,99.80757361654035,6.20066518841968
8.0,99.80267284282715,6.279051952931337
8.1,99.79771050581093,6.357434844208269
8.200000000000001,99.7926866085527,6.435813813899974
8.3,99.78760115415145,6.514188813658356
8.4,99.78245414574415,6.5925597951377854
8.5,99.77724558650571,6.670926709995102
8.6,99.77197547964907,6.7492895098896515
8.700000000000001,99.76664382842505,6.827648146483327
8.8,99.76125063612253,6.906002571440579
8.9,99.75579590606826,6.984352736428468
9.0,99.750279641627,7.062698593116669
9.1,99.7447018462015,7.141040093177523
9.200000000000001,99.73906252323236,7.219377188286061
9.3,99.73336167619826,7.297709830120021
9.4,99.72759930861571,7.3760379703598975
9.5,99.72177542403927,7.454361560688954
9.600000000000001,99.71589002606139,7.532680552793273
9.700000000000001,99.70994311831248,7.610994898361757
9.8,99.70393470446089,7.689304549086184
9.9,99.69786478821293,7.767609456661233
10.0,99.6917333733128,7.845909572784494
10.100000000000001,99.68554046354268,7.92420484915653
10.200000000000001,99.67928606272267,8.00249523748087
10.3,99.67297017471077,8.080780689464081
10.4,99.66659280340299,8.159061156815756
10.5,99.66015395273318,8.23733659124857
10.600000000000001,99.65365362667313,8.315606944478303
10.700000000000001,99.64709182923261,8.393872168223869
10.8,99.64046856445924,8.472132214207345
10.9,99.63378383643858,8.550387034154003
11.0,99.62703764929412,8.628636579792337
11.100000000000001,99.62023000718725,8.7068808028541
11.200000000000001,99.61336091431725,8.785119655074318
11.3,99.60643037492132,8.863353088191339
11.4,99.59943839327458,8.941581053946852
11.5,99.59238497369003,9.019803504085914
11.600000000000001,99.58527012051857,9.098020390356993
11.700000000000001,99.578093838149,9.176231664511976
11.8,99.57085613100801,9.254437278306225
11.9,99.56355700356019,9.332637183498587
12.0,99.556196460308,9.410831331851432
12.100000000000001,99.5487745057918,9.489019675130681
12.200000000000001,99.54129114458982,9.56720216510583
12.3,99.53374638131817,9.645378753549998
12.4,99.52614022063084,9.723549392239931
12.5,99.5184726672197,9.80171403295606
12.600000000000001,99.51074372581446,9.879872627482502
12.700000000000001,99.50295340118275,9.958025127607106
12.8,99.49510169813001,10.03617148512149
12.9,99.48718862149958,10.114311651821048
13.0,99.47921417617265,10.192445579505003
13.100000000000001,99.47117836706823,10.270573219976423
13.200000000000001,99.46308119914323,10.348694525042253
13.3,99.4549226773924,10.426809446513346
13.4,99.4467028068483,10.504917936204494
13.5,99.43842159258138,10.583019945934458
13.600000000000001,99.43007903969989,10.661115427525992
13.700000000000001,99.42167515334995,10.73920433280588
13.8,99.41320993871551,10.817286613604962
13.9,99.40468340101832,10.895362221758162
14.0,99.39609554551797,10.973431109104528
14.100000000000001,99.3874463775119,11.051493227487242
14.200000000000001,99.37873590233535,11.129548528753668
14.3,99.36996412536138,11.207596964755377
14.4,99.36113105200084,11.28563848734817
14.5,99.35223668770244,11.363673048392114
14.600000000000001,99.34328103795266,11.441700599751577
14.700000000000001,99.33426410827579,11.519721093295237
14.8,99.32518590423393,11.597734480896138
14.9,99.316046431427,11.675740714431699
15.0,99.30684569549263,11.753739745783765
15.100000000000001,99.29758370210632,11.831731526838606
15.200000000000001,99.28826045698138,11.909716009486974
15.3,99.27887596586878,11.987693145624123
15.4,99.26943023455738,12.06566288714984
15.5,99.25992326887379,12.143625185968467
15.600000000000001,99.25035507468237,12.221579993988946
15.700000000000001,99.24072565788528,12.299527263124826
15.8,99.23103502442241,12.377466945294323
15.9,99.22128318027144,12.455398992420324
16.0,99.21147013144778,12.533323356430426
16.1,99.20159588400463,12.611239989256962
16.2,99.19166044403293,12.689148842837042
16.3,99.18166381766133,12.767049869112574
16.400000000000002,99.17160601105628,12.84494302003029
16.5,99.16148703042192,12.922828247541768
16.6,99.15130688200017,13.000705503603502
16.7,99.14106557207062,13.07857474017688
16.8,99.13076310695065,13.15643590922825
16.900000000000002,99.12039949299533,13.234288962728927
17.0,99.10997473659748,13.312133852655236
17.1,99.09948884418758,13.389970530988538
17.2,99.08894182223386,13.467798949715256
17.3,99.07833367724228,13.545619060826924
17.400000000000002,99.06766441575645,13.623430816320173
17.5,99.05693404435773,13.701234168196802
17.6,99.04614256966512,13.779029068463808
17.7,99.03528999833537,13.856815469133373
17.8,99.02437633706288,13.934593322222952
17.900000000000002,99.01340159257975,14.012362579755244
18.0,99.00236577165575,14.090123193758266
18.1,98.99126888109834,14.167875116265371
18.2,98.98011092775262,14.245618299315261
18.3,98.96889191850138,14.323352694952035
18.400000000000002,98.95761186026509,14.401078255225219
18.5,98.94627076000184,14.47879493218977
18.6,98.93486862470739,14.556502677906147
18.7,98.92340546141514,14.634201444440304
18.8,98.91188127719617,14.711891183863738
18.900000000000002,98.90029607915916,14.789571848253516
19.0,98.88864987445046,14.867243389692298
19.1,98.87694267025401,14.944905760268378
19.200000000000003,98.8651744737914,15.02255891207571
19.3,98.85334529232186,15.10020279721391
19.400000000000002,98.84145513314223,15.177837367788346
19.5,98.82950400358693,15.255462575910103
19.6,98.81749191102806,15.333078373696063
19.700000000000003,98.80541886287523,15.4106847132689
19.8,98.79328486657573,15.488281546757113
19.900000000000002,98.78108992961444,15.565868826295088
20.0,98.76883405951378,15.643446504023087
20.1,98.75651726383379,15.721014532087304
20.200000000000003,98.74413955017208,15.798572862639887
20.3,98.73170092616387,15.876121447838948
20.400000000000002,98.71920139948192,15.95366023984863
20.5,98.70664097783656,16.03118919083911
20.6,98.69401966897568,16.10870825298664
20.700000000000003,98.68133748068477,16.186217378473565
20.8,98.6685944207868,16.263716519488362
20.900000000000002,98.65579049714238,16.341205628225662
21.0,98.64292571764955,16.418684656886292
21.1,98.630000090244,16.4961535576773
21.200000000000003,98.61701362289888,16.573612282811972
21.3,98.60396632362493,16.65106078450987
21.400000000000002,98.59085820047034,16.728499014996874
21.5,98.57768926152087,16.805926926505187
21.6,98.56445951489981,16.88334447127339
21.700000000000003,98.55116896876788,16.960751601546445
21.8,98.53781763132342,17.038148269575743
21.900000000000002,98.52440551080215,17.11553442761914
22.0,98.51093261547739,17.192910027940954
22.1,98.49739895365987,17.270275022812037
22.200000000000003,98.48380453369782,17.34762936450977
22.3,98.47014936397697,17.424973005318105
22.400000000000002,98.45643345292054,17.502305897527606
22.5,98.44265680898916,17.57962799343545
22.6,98.42881944068098,17.65693924534549
22.700000000000003,98.41492135653156,17.734239605568263
22.8,98.40096256511397,17.811529026421013
22.900000000000002,98.38694307503867,17.888807460227753
23.0,98.3728628949536,17.966074859319253
23.1,98.35872203354408,18.04333117603311
23.200000000000003,98.34452049953298,18.120576362713734
23.3,98.33025830168044,18.19781037171242
23.400000000000002,98.31593544878416,18.275033155387355
23.5,98.30155194967915,18.352244666103633
23.6,98.28710781323792,18.42944485623333
23.700000000000003,98.27260304837031,18.50663367815548
23.8,98.25803766402359,18.58381108425614
23.900000000000002,98.24341166918242,18.660977026928414
24.0,98.22872507286887,18.73813145857246
24.1,98.21397788414234,18.815274331595568
24.200000000000003,98.19917011209965,18.892405598412115
24.3,98.18430176587499,18.96952521144367
24.400000000000002,98.16937285463989,19.04663312311899
24.5,98.15438338760325,19.123729285874028
24.6,98.13933337401133,19.200813652152004
24.700000000000003,98.12422282314773,19.277886174403402
24.8,98.10905174433341,19.354946805086023
24.900000000000002,98.09382014692663,19.431995496665003
25.0,98.07852804032305,19.509032201612825
25.1,98.06317543395556,19.58605687240939
25.200000000000003,98.04776233729444,19.66306946154201
25.3,98.03228875984726,19.740069921505437
25.400000000000002,98.01675471115891,19.817058204801935
25.5,98.00116020081155,19.894034263941258
25.6,97.98550523842468,19.970998051440702
25.700000000000003,97.96978983365506,20.04794951982514
25.8,97.95401399619675,20.124888621627033
25.900000000000002,97.93817773578104,20.201815309386486
26.0,97.92228106217658,20.278729535651248
26.1,97.9063239851892,20.355631252976764
26.200000000000003,97.89030651466206,20.43252041392618
26.3,97.87422866047551,20.509396971070412
26.400000000000002,97.8580904325472,20.58626087698813
26.5,97.841891840832,20.66311208426582
26.6,97.825632895322,20.73995054549779
26.700000000000003,97.80931360604654,20.816776213286214
26.8,97.79293398307219,20.89358904024117
26.900000000000002,97.7764940365027,20.97038897898064
27.0,97.75999377647906,21.047175982130568
27.1,97.74343321317949,21.123950002324865
27.200000000000003,97.72681235681935,21.200710992205465
27.3,97.71013121765122,21.27745890442233
27.400000000000002,97.69338980596487,21.35419369163349
27.5,97.67658813208723,21.430915306505078
27.6,97.65972620638246,21.50762370171134
27.700000000000003,97.6428040392518,21.584318829934688
27.8,97.6258216411337,21.661000643865712
27.900000000000002,97.60877902250377,21.73766909620322
28.0,97.59167619387475,21.814324139654257
28.1,97.5745131657965,21.890965726934137
