time,x,y,velocity_x,velocity_y,acceleration_x,acceleration_y,theta,firing
67.4,10.4929,10.5831,0.467937,-0.66331,-0.112671,0.383804,-13.8516,1
67.5,10.5389,10.5186,0.453366,-0.626058,-0.145713,0.372515,-13.7643,1
67.6,10.5834,10.4578,0.435765,-0.590138,-0.176001,0.359199,-13.6816,1
67.7,10.626,10.4005,0.41542,-0.555699,-0.203457,0.344391,-13.6036,1
67.8,10.6664,10.3466,0.392611,-0.522839,-0.228083,0.3286,-13.5304,1
67.9,10.7044,10.2958,0.367617,-0.49161,-0.249947,0.312292,-13.4622,1
68,10.7398,10.2482,0.3407,-0.462022,-0.26917,0.295884,-13.399,1
68.1,10.7724,10.2034,0.312109,-0.434047,-0.285909,0.279742,-13.3409,1
68.2,10.8021,10.1613,0.282074,-0.407629,-0.300349,0.264179,-13.2878,1
68.3,10.8288,10.1218,0.250805,-0.382684,-0.312684,0.249457,-13.2398,1
68.4,10.8522,10.0847,0.218494,-0.359105,-0.323114,0.235791,-13.1968,1
68.5,10.8724,10.0499,0.185311,-0.336769,-0.331834,0.223352,-13.1588,1
68.6,10.8893,10.0173,0.151408,-0.315542,-0.339028,0.212274,-13.1258,1
68.7,10.9027,9.98671,0.116921,-0.295276,-0.344864,0.202655,-13.0977,1
68.8,10.9126,9.95816,0.0819725,-0.27582,-0.34949,0.194568,-13.0744,1
68.9,10.9191,9.93152,0.0466689,-0.257014,-0.353036,0.188058,-13.0558,1
69,10.922,9.90673,0.0111083,-0.238699,-0.355606,0.183151,-13.042,1
69.1,10.9213,9.88376,-0.0246201,-0.220713,-0.357284,0.179856,-13.0327,1
69.2,10.917,9.86258,-0.060433,-0.202897,-0.35813,0.178166,-13.028,1
69.3,10.9092,9.84318,-0.0962512,-0.18509,-0.358181,0.178062,-13.0277,1
69.4,10.8978,9.82557,-0.131997,-0.167139,-0.357456,0.179514,-13.0318,1
69.5,10.8828,9.80977,-0.167592,-0.148891,-0.355952,0.182478,-13.0401,1
69.6,10.8643,9.79581,-0.202957,-0.130201,-0.353648,0.186905,-13.0526,1
69.7,10.8422,9.78376,-0.238007,-0.110928,-0.350507,0.19273,-13.0691,1
69.8,10.8167,9.77366,-0.272655,-0.0909394,-0.346478,0.199882,-13.0896,1
69.9,10.7877,9.76561,-0.306805,-0.0701119,-0.341499,0.208274,-13.114,1
70,10.7554,9.75969,-0.340355,-0.0483308,-0.335497,0.217811,-13.1422,1
70.1,10.7197,9.756,-0.373194,-0.0254925,-0.328392,0.228383,-13.174,1
70.2,10.6808,9.75465,-0.405204,-0.00150606,-0.320102,0.239864,-13.2094,1
70.3,10.6387,9.75576,-0.436258,0.0237058,-0.310542,0.252118,-13.2483,1
70.4,10.5936,9.75945,-0.466222,0.0502049,-0.299633,0.264991,-13.2905,1
70.5,10.5455,9.76586,-0.494952,0.0780365,-0.287298,0.278316,-13.3359,1
70.6,10.4946,9.77513,-0.522299,0.107227,-0.273475,0.29191,-13.3844,1
70.7,10.4411,9.78738,-0.54811,0.137785,-0.258112,0.305578,-13.4358,1
70.8,10.3851,9.80275,-0.572228,0.169697,-0.241177,0.319114,-13.49,1
70.9,10.3268,9.82138,-0.594493,0.202927,-0.222655,0.332302,-13.5468,1
71,10.2663,9.8434,-0.614749,0.237419,-0.20256,0.34492,-13.6062,1
71.1,10.2039,9.86893,-0.632842,0.273093,-0.180928,0.356742,-13.6678,1
71.2,10.1399,9.89807,-0.648625,0.309848,-0.157826,0.367547,-13.7316,1
71.3,10.0743,9.93094,-0.66196,0.347559,-0.13335,0.377118,-13.7973,1
71.4,10.0076,9.96763,-0.672723,0.386084,-0.107626,0.385249,-13.8647,1
71.5,9.93991,10.0082,-0.680803,0.42526,-0.0808077,0.391753,-13.9337,1
71.6,9.87157,10.0527,-0.686111,0.464906,-0.053077,0.396463,-14.0041,1
71.7,9.80283,10.1012,-0.688575,0.50483,-0.0246399,0.39924,-14.0755,1
71.8,9.734,10.1537,-0.688147,0.544828,0.00427794,0.399977,-14.1479,1
71.9,9.66535,10.2101,-0.684804,0.584688,0.0334354,0.3986,-14.2209,1
72,9.59718,10.2706,-0.678545,0.624195,0.062582,0.395074,-14.2943,1
72.1,9.52978,10.335,-0.669399,0.663135,0.0914639,0.389403,-14.3679,1
72.2,9.46344,10.4032,-0.657416,0.701298,0.119831,0.381629,-14.4414,1
72.3,9.39844,10.4752,-0.642672,0.738482,0.147441,0.371835,-14.5147,1
72.4,9.33504,10.5508,-0.625265,0.774496,0.174069,0.360139,-14.5874,1
72.5,9.27351,10.63,-0.605314,0.809165,0.199512,0.346691,-14.6594,1
72.6,9.2141,10.7126,-0.582955,0.842332,0.223591,0.331673,-14.7303,1
72.7,9.15703,10.7984,-0.558339,0.873861,0.246158,0.315288,-14.8001,1
72.8,9.10254,10.8873,-0.531629,0.903637,0.267096,0.297758,-14.8683,1
72.9,9.0508,10.979,-0.502997,0.931568,0.286325,0.279317,-14.935,1
73,9.00202,11.0735,-0.472617,0.957589,0.303796,0.260208,-14.9997,1
73.1,8.95636,11.1704,-0.440668,0.981656,0.319494,0.240673,-15.0624,1
73.2,8.91396,11.2697,-0.407324,1.00375,0.333437,0.220952,-15.1227,1
73.3,8.87496,11.3711,-0.372757,1.02388,0.34567,0.201276,-15.1807,1
73.4,8.83946,11.4744,-0.337131,1.04207,0.356266,0.181864,-15.236,1
73.5,8.80758,11.5794,-0.300599,1.05836,0.365317,0.162922,-15.2885,1
73.6,8.77938,11.686,-0.263305,1.07282,0.372934,0.144638,-15.338,1
73.7,8.75495,11.7939,-0.225381,1.08554,0.379241,0.127185,-15.3844,1
73.8,8.73433,11.903,-0.186944,1.09661,0.384373,0.110715,-15.4275,1
73.9,8.71758,12.0131,-0.148098,1.10615,0.388466,0.0953638,-15.4672,1
74,8.70473,12.1242,-0.108931,1.11427,0.391661,0.0812518,-15.5034,1
74.1,8.6958,12.2359,-0.069522,1.12112,0.394094,0.0684828,-15.5359,1
74.2,8.69083,12.3483,-0.0299324,1.12684,0.395897,0.0571473,-15.5646,1
74.3,8.68982,12.4612,0.00978671,1.13157,0.397191,0.0473243,-15.5894,1
74.4,8.69279,12.5746,0.0495953,1.13548,0.398086,0.0390831,-15.6101,1
74.5,8.69975,12.6883,0.0894632,1.13873,0.398679,0.0324856,-15.6267,1
74.6,8.71069,12.8023,0.129368,1.14148,0.399048,0.0275876,-15.6389,1
74.7,8.72562,12.9166,0.169293,1.14393,0.399253,0.0244411,-15.6468,1
74.8,8.74455,13.0311,0.209226,1.14624,0.399333,0.0230953,-15.6502,1
74.9,8.76747,13.1458,0.249157,1.1486,0.399303,0.0235972,-15.6489,1
75,8.79438,13.2608,0.289072,1.1512,0.399155,0.0259924,-15.6429,1
75.1,8.82528,13.3761,0.328957,1.15423,0.398849,0.0303245,-15.6321,1
75.2,8.86017,13.4917,0.368789,1.15789,0.398319,0.0366339,-15.6163,1
75.3,8.89903,13.6077,0.408536,1.16239,0.397466,0.0449556,-15.5953,1
75.4,8.94187,13.7242,0.448151,1.16792,0.396157,0.0553166,-15.5692,1
75.5,8.98865,13.8414,0.487574,1.17469,0.394224,0.0677314,-15.5378,1
75.6,9.03937,13.9592,0.52672,1.18291,0.391464,0.0821963,-15.501,1
75.7,9.09398,14.078,0.565484,1.19278,0.387636,0.0986831,-15.4587,1
75.8,9.15244,14.1979,0.60373,1.20449,0.382466,0.117131,-15.4108,1
75.9,9.21469,14.319,0.641295,1.21824,0.375647,0.137438,-15.3572,1
76,9.28065,14.4416,0.67798,1.23418,0.366846,0.159448,-15.298,1
76.1,9.35023,14.566,0.713551,1.25248,0.355711,0.182947,-15.2329,1
76.2,9.42329,14.6923,0.747739,1.27324,0.341882,0.207646,-15.1621,1
76.3,9.49969,14.8208,0.78024,1.29656,0.325007,0.233175,-15.0856,1
76.4,9.57924,14.9517,0.810716,1.32247,0.304761,0.259077,-15.0034,1
76.5,9.66172,15.0854,0.838802,1.35095,0.280866,0.284806,-14.9156,1
76.6,9.74686,15.222,0.864114,1.38192,0.25312,0.309726,-14.8223,1
76.7,9.83438,15.3619,0.886256,1.41523,0.22142,0.333126,-14.7238,1
76.8,9.92394,15.5052,0.904836,1.45066,0.185794,0.354233,-14.6202,1
76.9,10.0152,15.6521,0.919478,1.48788,0.14642,0.372238,-14.5119,1
77,10.1076,15.8028,0.929842,1.52651,0.103649,0.386338,-14.3993,1
77.1,10.2009,15.9575,0.935644,1.56609,0.0580127,0.395771,-14.2827,1
77.2,10.2945,16.1161,0.936666,1.60608,0.010221,0.399869,-14.1627,1
77.3,10.388,16.2787,0.93278,1.64589,-0.0388543,0.398108,-14.0399,1
77.4,10.4808,16.4452,0.923959,1.6849,-0.0882118,0.390152,-13.9148,1
77.5,10.5725,16.6156,0.910282,1.72249,-0.136767,0.375892,-13.7882,1
77.6,10.6626,16.7896,0.891941,1.75804,-0.183413,0.355471,-13.6608,1
77.7,10.7507,16.967,0.869233,1.79097,-0.227082,0.329293,-13.5335,1
77.8,10.8363,17.1476,0.842551,1.82077,-0.266817,0.298008,-13.4069,1
77.9,10.919,17.331,0.812368,1.84702,-0.30183,0.262485,-13.2822,1
78,10.9986,17.5168,0.779213,1.8694,-0.331557,0.223763,-13.16,1
78.1,11.0748,17.7047,0.743644,1.88769,-0.355685,0.182997,-13.0415,1
78.2,11.1472,17.8942,0.706226,1.90183,-0.374176,0.141394,-12.9277,1
78.3,11.2159,18.0849,0.667501,1.91185,-0.387257,0.100159,-12.8195,1
78.4,11.2807,18.2763,0.62796,1.91789,-0.395406,0.0604469,-12.7181,1
78.5,11.3415,18.4683,0.588028,1.92023,-0.399319,0.0233286,-12.6247,1
78.6,11.3983,18.6602,0.548041,1.91921,-0.39987,-0.0102159,-12.5408,1
78.7,11.4511,18.8519,0.508235,1.91528,-0.398066,-0.0392848,-12.468,1
78.8,11.5,19.0432,0.468734,1.90898,-0.395006,-0.0630093,-12.4082,1
78.9,11.5449,19.2337,0.429552,1.90093,-0.391821,-0.0804732,-12.3638,1
79,11.5859,19.4233,0.390591,1.89187,-0.389608,-0.0905843,-12.3379,1
79.1,11.623,19.612,0.351661,1.88268,-0.389304,-0.0918836,-12.3346,1
79.2,11.6562,19.7999,0.312516,1.87446,-0.391448,-0.0822707,-12.3592,1
79.3,11.6855,19.987,0.272948,1.86859,-0.395678,-0.058639,-12.4192,1
79.4,11.7108,20.1738,0.232982,1.86694,-0.39966,-0.0164945,-12.5251,1
79.5,11.7321,20.3608,0.193296,1.87195,-0.396856,0.0500524,-12.6918,1
79.6,11.7496,20.5487,0.156075,1.8866,-0.372215,0.146478,-12.9413,1
79.7,11.7637,20.7387,0.126533,1.91356,-0.29542,0.269679,-13.3062,1
79.8,11.7758,20.932,0.114693,1.95177,-0.118399,0.382076,-13.8367,1
79.9,11.7881,21.1289,0.13292,1.98738,0.182271,0.356058,-14.6103,1
80,11.8034,21.3276,0.172882,1.98562,0.399614,-0.0175669,-15.7519,1
80.1,11.8203,21.5242,0.16503,1.9464,-0.0785127,-0.392219,-17.4763,1
80.2,11.8364,21.7208,0.156022,1.98537,-0.0900803,0.389725,-20.1932,1
80.3,11.8505,21.918,0.125821,1.95914,-0.302013,-0.262275,-24.4176,1
80.4,11.8637,22.112,0.138636,1.92125,0.12815,-0.378916,-29.519,1
80.5,11.8787,22.3058,0.160584,1.95469,0.219485,0.334404,-33.5675,1
80.6,11.8945,22.4993,0.156757,1.91488,-0.0382722,-0.398165,-36.2241,1
80.7,11.9082,22.6912,0.11779,1.92391,-0.389668,0.0903283,-37.9269,1
80.8,11.9195,22.8855,0.108063,1.96271,-0.0972746,0.387992,-39.0243,1
80.9,11.9313,23.0836,0.127369,1.99774,0.193063,0.350323,-39.7736,1
81,11.9458,23.2843,0.162215,2.01738,0.348461,0.196405,-40.3275,1
81.1,11.964,23.4862,0.202094,2.02049,0.398788,0.0311206,-40.7628,1
81.2,11.9861,23.6877,0.240557,2.00951,0.384625,-0.109836,-41.1189,1
81.3,12.0119,23.8876,0.2741,1.98772,0.335432,-0.217911,-41.4168,1
81.4,12.0406,24.0849,0.301139,1.95824,0.270391,-0.294769,-41.6692,1
81.5,12.0718,24.279,0.321272,1.92368,0.201328,-0.34564,-41.8841,1
81.6,12.1046,24.4695,0.33478,1.88603,0.135086,-0.376499,-42.067,1
81.7,12.1384,24.6561,0.342304,1.84674,0.075232,-0.392861,-42.2223,1
81.8,12.1728,24.8388,0.344631,1.80681,0.0232712,-0.399322,-42.3533,1
81.9,12.2071,25.0175,0.342579,1.76686,-0.0205143,-0.399474,-42.4628,1
82,12.2411,25.1922,0.336928,1.72726,-0.0565092,-0.395988,-42.5532,1
82.1,12.2744,25.3629,0.328387,1.68818,-0.0854115,-0.390775,-42.6267,1
82.2,12.3067,25.5298,0.317585,1.64967,-0.108022,-0.385138,-42.685,1
82.3,12.3378,25.6929,0.305072,1.61168,-0.125125,-0.379926,-42.7297,1
82.4,12.3676,25.8522,0.291329,1.57411,-0.137433,-0.375649,-42.7622,1
82.5,12.396,26.0077,0.276773,1.53686,-0.145562,-0.372574,-42.784,1
82.6,12.4229,26.1596,0.26177,1.49978,-0.150034,-0.370796,-42.796,1
82.7,12.4484,26.3077,0.246641,1.46275,-0.151282,-0.370289,-42.7994,1
82.8,12.4723,26.4521,0.231675,1.42565,-0.149666,-0.370945,-42.795,1
82.9,12.4947,26.5928,0.217126,1.38839,-0.145489,-0.372603,-42.7838,1
83,12.5157,26.7298,0.203225,1.35089,-0.139007,-0.375069,-42.7664,1
83.1,12.5354,26.863,0.19018,1.31307,-0.13045,-0.378131,-42.7437,1
83.2,12.5538,26.9924,0.178178,1.27492,-0.120023,-0.381568,-42.7163,1
83.3,12.5711,27.1179,0.167386,1.2364,-0.107921,-0.385166,-42.6847,1
83.4,12.5874,27.2396,0.157952,1.19753,-0.094333,-0.388717,-42.6496,1
83.5,12.6028,27.3574,0.150008,1.15832,-0.0794464,-0.392031,-42.6114,1
83.6,12.6175,27.4713,0.143663,1.11883,-0.0634494,-0.394936,-42.5708,1
83.7,12.6316,27.5812,0.13901,1.0791,-0.0465323,-0.397284,-42.5281,1
83.8,12.6453,27.6871,0.136121,1.03921,-0.0288871,-0.398956,-42.4838,1
83.9,12.6589,27.789,0.13505,0.999221,-0.0107058,-0.399857,-42.4383,1
84,12.6724,27.8869,0.135832,0.959229,0.00782119,-0.399924,-42.3919,1
84.1,12.6862,27.9809,0.138483,0.919317,0.0265078,-0.399121,-42.3452,1
84.2,12.7002,28.0708,0.143001,0.879573,0.045175,-0.397441,-42.2983,1
84.3,12.7149,28.1568,0.149366,0.840082,0.0636536,-0.394903,-42.2517,1
84.4,12.7302,28.2388,0.157545,0.800927,0.0817862,-0.39155,-42.2056,1
84.5,12.7465,28.317,0.167488,0.762183,0.0994301,-0.387445,-42.1603,1
84.6,12.7638,28.3913,0.179134,0.723916,0.116458,-0.382671,-42.1161,1
84.7,12.7824,28.4618,0.19241,0.686183,0.132761,-0.377326,-42.0732,1
84.8,12.8023,28.5286,0.207234,0.649032,0.148245,-0.371515,-42.0318,1
84.9,12.8239,28.5916,0.223518,0.612496,0.162835,-0.365356,-41.9922,1
85,12.8471,28.6511,0.241165,0.576599,0.176473,-0.358967,-41.9546,1
85.1,12.8722,28.707,0.260077,0.541352,0.189117,-0.35247,-41.919,1
85.2,12.8992,28.7594,0.28015,0.506754,0.200736,-0.345984,-41.8858,1
85.3,12.9283,28.8084,0.301282,0.472791,0.211315,-0.339626,-41.8549,1
85.4,12.9595,28.854,0.323367,0.439441,0.220849,-0.333505,-41.8266,1
85.5,12.993,28.8963,0.346301,0.406668,0.22934,-0.327724,-41.8009,1
85.6,13.0288,28.9354,0.36998,0.374431,0.236797,-0.322377,-41.778,1
85.7,13.067,28.9712,0.394304,0.342676,0.243235,-0.317548,-41.7579,1
85.8,13.1077,29.0039,0.419171,0.311345,0.248668,-0.313311,-41.7406,1
85.9,13.1509,29.0335,0.444482,0.280372,0.253115,-0.30973,-41.7264,1
86,13.1966,29.06,0.470141,0.249686,0.256593,-0.306855,-41.7151,1
86.1,13.2449,29.0834,0.496053,0.219213,0.259114,-0.304729,-41.7068,1
86.2,13.2958,29.1038,0.522122,0.188875,0.260691,-0.303382,-41.7016,1
86.3,13.3493,29.1212,0.548255,0.158592,0.261331,-0.30283,-41.6995,1
86.4,13.4055,29.1356,0.574359,0.128284,0.261037,-0.303084,-41.7005,1
86.5,13.4642,29.1469,0.60034,0.09787,0.259809,-0.304137,-41.7045,1
86.6,13.5255,29.1551,0.626103,0.0672722,0.257639,-0.305977,-41.7117,1
86.7,13.5894,29.1603,0.651555,0.0364144,0.254518,-0.308578,-41.7218,1
86.8,13.6558,29.1624,0.676598,0.00522406,0.250432,-0.311903,-41.735,1
86.9,13.7247,29.1613,0.701135,-0.0263665,0.245364,-0.315906,-41.7511,1
87,13.796,29.1571,0.725064,-0.0584193,0.239294,-0.320528,-41.7702,1
87.1,13.8697,29.1496,0.748285,-0.0909894,0.232204,-0.325701,-41.7921,1
87.2,13.9456,29.1389,0.770692,-0.124124,0.224074,-0.331347,-41.8169,1
87.3,14.0238,29.1248,0.792181,-0.157862,0.214886,-0.337378,-41.8444,1
87.4,14.104,29.1073,0.812644,-0.192232,0.204629,-0.343696,-41.8745,1
87.5,14.1862,29.0863,0.831973,-0.227251,0.193294,-0.350196,-41.9072,1
87.6,14.2703,29.0618,0.850061,-0.262928,0.180882,-0.356765,-41.9423,1
87.7,14.3562,29.0337,0.866802,-0.299256,0.167403,-0.363285,-41.9797,1
87.8,14.4436,29.0019,0.882089,-0.33622,0.152876,-0.369634,-42.0193,1
87.9,14.5325,28.9664,0.895822,-0.373788,0.137333,-0.375685,-42.061,1
88,14.6227,28.9271,0.907905,-0.41192,0.120822,-0.381316,-42.1047,1
88.1,14.714,28.884,0.918245,-0.45056,0.103403,-0.386404,-42.15,1
88.2,14.8063,28.837,0.92676,-0.489643,0.0851508,-0.390832,-42.197,1
88.3,14.8993,28.786,0.933376,-0.529092,0.0661567,-0.394491,-42.2453,1
88.4,14.9928,28.7312,0.938028,-0.568821,0.046526,-0.397285,-42.2949,1
88.5,15.0868,28.6723,0.940666,-0.608734,0.0263774,-0.399129,-42.3455,1
88.6,15.1809,28.6094,0.94125,-0.64873,0.0058422,-0.399957,-42.3969,1
88.7,15.2749,28.5425,0.939756,-0.688702,-0.0149384,-0.399721,-42.4489,1
88.8,15.3687,28.4717,0.936175,-0.728541,-0.0358152,-0.398393,-42.5012,1
88.9,15.4621,28.3968,0.930511,-0.768138,-0.0566342,-0.39597,-42.5536,1
89,15.5547,28.3181,0.922788,-0.807385,-0.0772392,-0.392472,-42.6058,1
89.1,15.6465,28.2354,0.91304,-0.846179,-0.0974752,-0.387941,-42.6577,1
89.2,15.7372,28.1488,0.901321,-0.884424,-0.117192,-0.382448,-42.7088,1
89.3,15.8267,28.0585,0.887696,-0.922032,-0.136245,-0.376082,-42.7591,1
89.4,15.9147,27.9645,0.872246,-0.958928,-0.154502,-0.368957,-42.8081,1
89.5,16.001,27.8668,0.855062,-0.995049,-0.17184,-0.361208,-42.8556,1
89.6,16.0856,27.7655,0.836247,-1.03035,-0.188153,-0.352985,-42.9012,1
89.7,16.1682,27.6608,0.815912,-1.06479,-0.203346,-0.344456,-42.9448,1
89.8,16.2487,27.5526,0.794178,-1.09837,-0.217342,-0.335801,-42.9859,1
89.9,16.327,27.4411,0.77117,-1.13109,-0.230076,-0.327208,-43.0243,1
90,16.4029,27.3264,0.747021,-1.16298,-0.241495,-0.318873,-43.0597,1
90.1,16.4763,27.2086,0.721865,-1.19408,-0.251559,-0.310995,-43.0916,1
90.2,16.5472,27.0876,0.695842,-1.22446,-0.260232,-0.303775,-43.1198,1
90.3,16.6155,26.9637,0.669094,-1.2542,-0.267482,-0.297411,-43.144,1
90.4,16.681,26.8368,0.641766,-1.28341,-0.273274,-0.292098,-43.1636,1
90.5,16.7438,26.707,0.61401,-1.31221,-0.277565,-0.288024,-43.1784,1
90.6,16.8038,26.5744,0.58598,-1.34075,-0.280297,-0.285366,-43.1879,1
90.7,16.861,26.4389,0.557841,-1.36918,-0.28139,-0.284288,-43.1918,1
90.8,16.9154,26.3006,0.529768,-1.39767,-0.280731,-0.284938,-43.1895,1
90.9,16.967,26.1594,0.501951,-1.42641,-0.278171,-0.287438,-43.1805,1
91,17.0158,26.0153,0.4746,-1.4556,-0.273509,-0.291878,-43.1644,1
91.1,17.0619,25.8682,0.447951,-1.48543,-0.266488,-0.298302,-43.1406,1
91.2,17.1054,25.7181,0.422273,-1.5161,-0.256781,-0.306698,-43.1085,1
91.3,17.1464,25.5649,0.397874,-1.5478,-0.243989,-0.316969,-43.0675,1
91.4,17.1851,25.4085,0.37511,-1.58069,-0.227637,-0.328909,-43.0169,1
91.5,17.2216,25.2487,0.354393,-1.61491,-0.207173,-0.342168,-42.9559,1
91.6,17.2561,25.0855,0.336194,-1.65053,-0.181986,-0.356204,-42.8838,1
91.7,17.289,24.9185,0.321051,-1.68755,-0.151429,-0.370229,-42.7998,1
91.8,17.3205,24.7479,0.309564,-1.72587,-0.114878,-0.383149,-42.7028,1
91.9,17.3511,24.5733,0.302383,-1.76522,-0.0718061,-0.393502,-42.592,1
92,17.3812,24.3948,0.300192,-1.80516,-0.0219132,-0.399399,-42.4663,1
92.1,17.4114,24.2123,0.303662,-1.845,0.0347026,-0.398492,-42.3246,1
92.2,17.4423,24.0259,0.313393,-1.8838,0.0973113,-0.387983,-42.1658,1
92.3,17.4744,23.8357,0.329819,-1.92027,0.164261,-0.364717,-41.9883,1
92.4,17.5086,23.642,0.353083,-1.95281,0.232641,-0.325389,-41.7908,1
92.5,17.5454,23.4454,0.382875,-1.97951,0.297915,-0.266921,-41.5713,1
92.6,17.5854,23.2465,0.418232,-1.99821,0.353572,-0.187047,-41.3273,1
92.7,17.6292,23.0462,0.457314,-2.00673,0.39082,-0.0852054,-41.0554,1
92.8,17.6769,22.8458,0.49715,-2.00312,0.398363,0.0361517,-40.7502,1
92.9,17.7284,22.6463,0.533385,-1.98617,0.362351,0.169417,-40.4034,1
93,17.7831,22.4492,0.56008,-1.95638,0.266945,0.297893,-40.0006,1
93.1,17.8396,22.2555,0.56986,-1.9176,0.0977991,0.38786,-39.5169,1
93.2,17.8959,22.0656,0.555666,-1.8802,-0.14194,0.373969,-38.9072,1
93.3,17.9496,21.8783,0.518635,-1.86508,-0.370306,0.151239,-38.0869,1
93.4,18.0001,21.6904,0.490849,-1.89385,-0.277864,-0.287735,-36.8963,1
93.5,18.0509,21.5,0.526157,-1.91265,0.353087,-0.187962,-35.0467,1
93.6,18.102,21.3101,0.49555,-1.88689,-0.306073,0.257526,-32.1154,1
93.7,18.1533,21.1223,0.530581,-1.86759,0.350308,0.193091,-27.7706,1
93.8,18.2076,20.934,0.554554,-1.89961,0.239729,-0.320203,-22.9193,1
93.9,18.2611,20.7444,0.51542,-1.89133,-0.391342,0.0827719,-19.058,1
94,18.314,20.5539,0.543152,-1.92015,0.277328,-0.288252,-16.5127,1
94.1,18.3696,20.3633,0.569529,-1.89008,0.263764,0.300713,-14.8572,1
94.2,18.4257,20.1762,0.55267,-1.85381,-0.168589,0.362736,-13.7021,1
94.3,18.4791,19.9914,0.514654,-1.84137,-0.380162,0.124406,-12.8826,1
94.4,18.5286,19.8067,0.476083,-1.85197,-0.385705,-0.105981,-12.2982,1
94.5,18.5747,19.6203,0.445299,-1.87751,-0.307847,-0.255402,-11.8738,1
94.6,18.6182,19.4308,0.42402,-1.91138,-0.212784,-0.338708,-11.5565,1
94.7,18.66,19.2378,0.411617,-1.94941,-0.124034,-0.380284,-11.3109,1
94.8,18.7009,19.0408,0.406901,-1.98913,-0.0471541,-0.397211,-11.1137,1
94.9,18.7417,18.8399,0.408729,-2.02908,0.0182722,-0.399582,-10.9499,1
95,18.7829,18.6351,0.416143,-2.06839,0.0741443,-0.393068,-10.8091,1
95.1,18.8251,18.4263,0.428381,-2.10647,0.122381,-0.380819,-10.6846,1
95.2,18.8688,18.2138,0.444834,-2.14293,0.164534,-0.364594,-10.5717,1
95.3,18.9143,17.9978,0.46501,-2.17747,0.201755,-0.345391,-10.4669,1
95.4,18.962,17.7785,0.488496,-2.20985,0.23486,-0.323792,-10.368,1
95.5,19.0121,17.556,0.514936,-2.23987,0.264399,-0.300155,-10.2734,1
95.6,19.0651,17.3306,0.544009,-2.26734,0.290734,-0.274725,-10.1819,1
95.7,19.1211,17.1026,0.575418,-2.29211,0.314085,-0.24769,-10.0925,1
95.8,19.1803,16.8723,0.608875,-2.31403,0.334575,-0.219225,-10.0048,1
95.9,19.2429,16.64,0.644101,-2.33298,0.352262,-0.189504,-9.91833,1
96,19.3092,16.4059,0.680818,-2.34885,0.367164,-0.158714,-9.83279,1
96.1,19.3791,16.1704,0.718746,-2.36156,0.379282,-0.127063,-9.74804,1
96.2,19.453,15.9337,0.757607,-2.37104,0.38861,-0.0947753,-9.66399,1
96.3,19.5307,15.6963,0.797122,-2.37725,0.395151,-0.0620937,-9.58064,1
96.4,19.6124,15.4585,0.837015,-2.38017,0.398927,-0.0292742,-9.49803,1
96.5,19.6981,15.2205,0.877013,-2.37983,0.399985,0.00341888,-9.41623,1
96.6,19.7878,14.9827,0.916854,-2.37626,0.398402,0.0357192,-9.33536,1
96.7,19.8815,14.7454,0.956282,-2.36952,0.394287,0.0673649,-9.25556,1
96.8,19.979,14.5089,0.995061,-2.35971,0.387783,0.0981056,-9.17699,1
96.9,20.0804,14.2736,1.03297,-2.34694,0.379065,0.127708,-9.09982,1
97,20.1856,14.0397,1.0698,-2.33135,0.368341,0.155963,-9.02425,1
97.1,20.2943,13.8074,1.10539,-2.31308,0.355843,0.18269,-8.95047,1
97.2,20.4066,13.5772,1.13957,-2.2923,0.341825,0.20774,-8.87869,1
97.3,20.5222,13.3491,1.17222,-2.2692,0.326558,0.230998,-8.80912,1
97.4,20.6409,13.1234,1.20326,-2.24396,0.310322,0.252389,-8.74197,1
97.5,20.7627,12.9004,1.2326,-2.21678,0.293406,0.27187,-8.67746,1
97.6,20.8874,12.6802,1.26021,-2.18783,0.276093,0.289435,-8.61579,1
97.7,21.0147,12.4629,1.28607,-2.15732,0.258665,0.305111,-8.55718,1
97.8,21.1445,12.2488,1.31021,-2.12543,0.24139,0.318953,-8.50183,1
97.9,21.2766,12.0379,1.33266,-2.09232,0.224524,0.331042,-8.44995,1
98,21.411,11.8304,1.35349,-2.05817,0.208305,0.34148,-8.40173,1
98.1,21.5473,11.6263,1.37279,-2.02314,0.192954,0.350384,-8.35736,1
98.2,21.6854,11.4258,1.39066,-1.98735,0.17867,0.357878,-8.31703,1
98.3,21.8253,11.2288,1.40722,-1.95094,0.165632,0.364096,-8.28091,1
98.4,21.9668,11.0356,1.42262,-1.91402,0.153997,0.369168,-8.24918,1
98.5,22.1098,10.8461,1.43701,-1.8767,0.143904,0.373218,-8.22199,1
98.6,22.2542,10.6603,1.45056,-1.83906,0.13547,0.376361,-8.19949,1
98.7,22.3999,10.4783,1.46344,-1.80119,0.128792,0.378698,-8.1818,1
98.8,22.5468,10.3,1.47583,-1.76316,0.12395,0.380311,-8.16904,1
98.9,22.695,10.1256,1.48793,-1.72504,0.121001,0.381259,-8.1613,1
99,22.8444,9.95504,1.49993,-1.68688,0.119984,0.381581,-8.15863,1
99.1,22.995,9.78826,1.51202,-1.64875,0.120915,0.381287,-8.16107,1
99.2,23.1468,9.62529,1.5244,-1.61071,0.123783,0.380365,-8.16861,1
99.3,23.2999,9.46611,1.53726,-1.57284,0.128554,0.378779,-8.18117,1
99.4,23.4543,9.31071,1.55077,-1.53519,0.13516,0.376473,-8.19867,1
