time,x,y,velocity_x,velocity_y,acceleration_x,acceleration_y,theta,firing
33.3,6.82134,7.48555,0.182035,0.196607,0,0,-39.5444,0
33.4,6.83954,7.50521,0.182035,0.196607,0,0,-39.487,0
33.5,6.85775,7.52487,0.182035,0.196607,0,0,-39.4286,0
33.6,6.87595,7.54453,0.182035,0.196607,0,0,-39.3692,0
33.7,6.89415,7.56419,0.182035,0.196607,0,0,-39.3088,0
33.8,6.91236,7.58385,0.182035,0.196607,-0,0,-39.2474,0
33.9,6.93056,7.60351,0.182035,0.196607,-0,0,-39.1851,0
34,6.94876,7.62317,0.182035,0.196607,-0,0,-39.1218,0
34.1,6.96697,7.64283,0.182035,0.196607,-0,0,-39.0577,0
34.2,6.98517,7.6625,0.182035,0.196607,-0,0,-38.9927,0
34.3,7.00337,7.68216,0.182035,0.196607,-0,0,-38.9269,0
34.4,7.02158,7.70182,0.182035,0.196607,-0,0,-38.8602,0
34.5,7.03978,7.72148,0.182035,0.196607,-0,0,-38.7927,0
34.6,7.05799,7.74114,0.182035,0.196607,-0,0,-38.7245,0
34.7,7.07619,7.7608,0.182035,0.196607,-0,0,-38.6556,0
34.8,7.09439,7.78046,0.182035,0.196607,-0,0,-38.5859,0
34.9,7.1126,7.80012,0.182035,0.196607,-0,0,-38.5156,0
35,7.1308,7.81978,0.182035,0.196607,-0,0,-38.4447,0
35.1,7.149,7.83944,0.182035,0.196607,-0,0,-38.3732,0
35.2,7.16721,7.8591,0.182035,0.196607,-0,0,-38.3012,0
35.3,7.18541,7.87876,0.182035,0.196607,-0,0,-38.2286,0
35.4,7.20361,7.89842,0.182035,0.196607,-0,0,-38.1556,0
35.5,7.22182,7.91808,0.182035,0.196607,-0,0,-38.0822,0
35.6,7.24002,7.93774,0.182035,0.196607,-0,0,-38.0084,0
35.7,7.25822,7.95741,0.182035,0.196607,-0,0,-37.9343,0
35.8,7.27643,7.97707,0.182035,0.196607,-0,0,-37.8598,0
35.9,7.29463,7.99673,0.182035,0.196607,-0,0,-37.7852,0
36,7.31283,8.01639,0.182035,0.196607,-0,0,-37.7103,0
36.1,7.33104,8.03605,0.182035,0.196607,-0,-0,-37.6352,0
36.2,7.34924,8.05571,0.182035,0.196607,-0,-0,-37.56,0
36.3,7.36744,8.07537,0.182035,0.196607,-0,-0,-37.4848,0
36.4,7.38565,8.09503,0.182035,0.196607,-0,-0,-37.4095,0
36.5,7.40385,8.11469,0.182035,0.196607,-0,-0,-37.3342,0
36.6,7.42205,8.13435,0.182035,0.196607,-0,-0,-37.259,0
36.7,7.44026,8.15401,0.182035,0.196607,-0,-0,-37.1838,0
36.8,7.45846,8.17367,0.182035,0.196607,-0,-0,-37.1088,0
36.9,7.47666,8.19333,0.182035,0.196607,-0,-0,-37.034,0
37,7.49487,8.21299,0.182035,0.196607,-0,-0,-36.9593,0
37.1,7.51307,8.23265,0.182035,0.196607,-0,-0,-36.8849,0
37.2,7.53128,8.25232,0.182035,0.196607,-0,-0,-36.8107,0
37.3,7.54948,8.27198,0.182035,0.196607,-0,-0,-36.7369,0
37.4,7.56768,8.29164,0.182035,0.196607,-0,-0,-36.6634,0
37.5,7.58589,8.3113,0.182035,0.196607,-0,-0,-36.5903,0
37.6,7.60409,8.33096,0.182035,0.196607,-0,-0,-36.5175,0
37.7,7.62229,8.35062,0.182035,0.196607,-0,-0,-36.4452,0
37.8,7.6405,8.37028,0.182035,0.196607,-0,-0,-36.3733,0
37.9,7.6587,8.38994,0.182035,0.196607,-0,-0,-36.3019,0
38,7.6769,8.4096,0.182035,0.196607,-0,-0,-36.2311,0
38.1,7.69511,8.42926,0.182035,0.196607,-0,-0,-36.1607,0
38.2,7.71331,8.44892,0.182035,0.196607,0,-0,-36.0908,0
38.3,7.73151,8.46858,0.182035,0.196607,0,-0,-36.0215,0
38.4,7.74972,8.48824,0.182035,0.196607,0,-0,-35.9528,0
38.5,7.76792,8.5079,0.182035,0.196607,0,-0,-35.8847,0
38.6,7.78612,8.52756,0.182035,0.196607,0,-0,-35.8171,0
38.7,7.80433,8.54723,0.182035,0.196607,0,-0,-35.7502,0
38.8,7.82253,8.56689,0.182035,0.196607,0,-0,-35.6838,0
38.9,7.84073,8.58655,0.182035,0.196607,0,-0,-35.6181,0
39,7.85894,8.60621,0.182035,0.196607,0,-0,-35.553,0
39.1,7.87714,8.62587,0.182035,0.196607,0,-0,-35.4885,0
39.2,7.89534,8.64553,0.182035,0.196607,0,-0,-35.4247,0
39.3,7.91355,8.66519,0.182035,0.196607,0,-0,-35.3615,0
39.4,7.93175,8.68485,0.182035,0.196607,0,-0,-35.2989,0
39.5,7.94996,8.70451,0.182035,0.196607,0,-0,-35.2369,0
39.6,7.96816,8.72417,0.182035,0.196607,0,-0,-35.1756,0
39.7,7.98636,8.74383,0.182035,0.196607,0,-0,-35.1148,0
39.8,8.00457,8.76349,0.182035,0.196607,0,-0,-35.0547,0
39.9,8.02277,8.78315,0.182035,0.196607,0,-0,-34.9952,0
40,8.04097,8.80281,0.182035,0.196607,0,-0,-34.9362,0
40.1,8.05918,8.82247,0.182035,0.196607,0,-0,-34.8779,0
40.2,8.07738,8.84214,0.182035,0.196607,0,-0,-34.8201,0
40.3,8.09558,8.8618,0.182035,0.196607,0,-0,-34.7628,0
40.4,8.11379,8.88146,0.182035,0.196607,0,-0,-34.7061,0
40.5,8.13199,8.90112,0.182035,0.196607,0,-0,-34.6499,0
40.6,8.15019,8.92078,0.182035,0.196607,0,-0,-34.5943,0
40.7,8.1684,8.94044,0.182035,0.196607,0,0,-34.5391,0
40.8,8.1866,8.9601,0.182035,0.196607,0,0,-34.4844,0
40.9,8.2048,8.97976,0.182035,0.196607,0,0,-34.4301,0
41,8.22301,8.99942,0.182035,0.196607,0,0,-34.3763,0
41.1,8.24121,9.01908,0.182035,0.196607,0,0,-34.323,0
41.2,8.25941,9.03874,0.182035,0.196607,0,0,-34.27,0
41.3,8.27762,9.0584,0.182035,0.196607,0,0,-34.2173,0
41.4,8.29582,9.07806,0.182035,0.196607,0,0,-34.1651,0
41.5,8.31402,9.09772,0.182035,0.196607,0,0,-34.1131,0
41.6,8.33223,9.11738,0.182035,0.196607,0,0,-34.0615,0
41.7,8.35043,9.13705,0.182035,0.196607,0,0,-34.0102,0
41.8,8.36863,9.15671,0.182035,0.196607,0,0,-33.9591,0
41.9,8.38684,9.17637,0.182035,0.196607,0,0,-33.9082,0
42,8.40504,9.19603,0.182035,0.196607,0,0,-33.8576,0
42.1,8.42325,9.21569,0.182035,0.196607,0,0,-33.8071,0
42.2,8.44145,9.23535,0.182035,0.196607,0,0,-33.7567,0
42.3,8.45965,9.25501,0.182035,0.196607,0,0,-33.7065,0
42.4,8.47786,9.27467,0.182035,0.196607,0,0,-33.6564,0
42.5,8.49606,9.29433,0.182035,0.196607,0,0,-33.6063,0
42.6,8.51426,9.31399,0.182035,0.196607,0,0,-33.5563,0
42.7,8.53247,9.33365,0.182035,0.196607,0,0,-33.5063,0
42.8,8.55067,9.35331,0.182035,0.196607,0,0,-33.4562,0
42.9,8.56887,9.37297,0.182035,0.196607,0,0,-33.4061,0
43,8.58708,9.39263,0.182035,0.196607,0,0,-33.3559,0
43.1,8.60528,9.41229,0.182035,0.196607,0,0,-33.3055,0
43.2,8.62348,9.43195,0.182035,0.196607,0,0,-33.255,0
43.3,8.64169,9.45162,0.182035,0.196607,0,0,-33.2043,0
43.4,8.65989,9.47128,0.182035,0.196607,0,0,-33.1533,0
43.5,8.67809,9.49094,0.182035,0.196607,0,0,-33.1021,0
43.6,8.6963,9.5106,0.182035,0.196607,0,0,-33.0505,0
43.7,8.7145,9.53026,0.182035,0.196607,0,0,-32.9986,0
43.8,8.7327,9.54992,0.182035,0.196607,-0,0,-32.9463,0
43.9,8.75091,9.56958,0.182035,0.196607,-0,0,-32.8936,0
44,8.76911,9.58924,0.182035,0.196607,-0,0,-32.8404,0
44.1,8.78731,9.6089,0.182035,0.196607,-0,0,-32.7867,0
44.2,8.80552,9.62856,0.182035,0.196607,-0,0,-32.7324,0
44.3,8.82372,9.64822,0.182035,0.196607,-0,0,-32.6775,0
44.4,8.84193,9.66788,0.182035,0.196607,-0,0,-32.622,0
44.5,8.86013,9.68754,0.182035,0.196607,-0,0,-32.5658,0
44.6,8.87833,9.7072,0.182035,0.196607,-0,0,-32.5088,0
44.7,8.89654,9.72686,0.182035,0.196607,-0,0,-32.4511,0
44.8,8.91474,9.74653,0.182035,0.196607,-0,0,-32.3924,0
44.9,8.93294,9.76619,0.182035,0.196607,-0,0,-32.3329,0
45,8.95115,9.78585,0.182035,0.196607,-0,0,-32.2725,0
45.1,8.96935,9.80551,0.182035,0.196607,-0,0,-32.211,0
45.2,8.98755,9.82517,0.182035,0.196607,-0,0,-32.1485,0
45.3,9.00576,9.84483,0.182035,0.196607,-0,0,-32.0848,0
45.4,9.02396,9.86449,0.182035,0.196607,-0,0,-32.02,0
45.5,9.04216,9.88415,0.182035,0.196607,-0,0,-31.9539,0
45.6,9.06037,9.90381,0.182035,0.196607,-0,0,-31.8864,0
45.7,9.07857,9.92347,0.182035,0.196607,-0,0,-31.8177,0
45.8,9.09677,9.94313,0.182035,0.196607,-0,0,-31.7474,0
45.9,9.11498,9.96279,0.182035,0.196607,-0,0,-31.6756,0
46,9.13318,9.98245,0.182035,0.196607,-0,0,-31.6023,0
46.1,9.15138,10.0021,0.182035,0.196607,-0,0,-31.5273,0
46.2,9.16959,10.0218,0.182035,0.196607,-0,0,-31.4505,0
46.3,9.18779,10.0414,0.182035,0.196607,-0,-0,-31.3719,0
46.4,9.20599,10.0611,0.182035,0.196607,-0,-0,-31.2914,0
46.5,9.2242,10.0808,0.182035,0.196607,-0,-0,-31.2089,0
46.6,9.2424,10.1004,0.182035,0.196607,-0,-0,-31.1243,0
46.7,9.2606,10.1201,0.182035,0.196607,-0,-0,-31.0375,0
46.8,9.27881,10.1397,0.182035,0.196607,-0,-0,-30.9484,0
46.9,9.29701,10.1594,0.182035,0.196607,-0,-0,-30.857,0
47,9.31522,10.1791,0.182035,0.196607,-0,-0,-30.7631,0
47.1,9.33342,10.1987,0.182035,0.196607,-0,-0,-30.6666,0
47.2,9.35162,10.2184,0.182035,0.196607,-0,-0,-30.5675,0
47.3,9.36983,10.238,0.182035,0.196607,-0,-0,-30.4655,0
47.4,9.38803,10.2577,0.182035,0.196607,-0,-0,-30.3607,0
47.5,9.40623,10.2774,0.182035,0.196607,-0,-0,-30.2528,0
47.6,9.42444,10.297,0.182035,0.196607,-0,-0,-30.1418,0
47.7,9.44264,10.3167,0.182035,0.196607,-0,-0,-30.0275,0
47.8,9.46084,10.3363,0.182035,0.196607,-0,-0,-29.9098,0
47.9,9.47905,10.356,0.182035,0.196607,0,-0,-29.7885,0
48,9.49725,10.3757,0.182035,0.196607,0,-0,-29.6636,0
48.1,9.51545,10.3953,0.182035,0.196607,0,-0,-29.535,0
48.2,9.53366,10.415,0.182035,0.196607,0,-0,-29.4023,0
48.3,9.55296,10.433,0.203938,0.163137,0.219037,-0.334698,-29.2656,1
48.4,9.57472,10.4478,0.231351,0.134007,0.274122,-0.291302,-29.0901,1
48.5,9.59954,10.4602,0.265069,0.112487,0.337182,-0.215193,-28.8424,1
48.6,9.62798,10.4709,0.303787,0.102443,0.387184,-0.10044,-28.5282,1
48.7,9.66035,10.4814,0.343517,0.107087,0.397296,0.0464324,-28.158,1
48.8,9.69643,10.4931,0.378113,0.127165,0.345957,0.200784,-27.7485,1
48.9,9.7354,10.5074,0.4013,0.159759,0.231874,0.325936,-27.3219,1
49,9.77593,10.5254,0.409257,0.198959,0.0795718,0.392006,-26.9038,1
49.1,9.81649,10.5472,0.401922,0.238281,-0.0733537,0.393217,-26.5191,1
49.2,9.85569,10.5728,0.382204,0.273083,-0.197178,0.348024,-26.1881,1
49.3,9.89251,10.6015,0.3541,0.301547,-0.281039,0.284635,-25.9245,1
49.4,9.92627,10.6328,0.321175,0.324261,-0.32925,0.227145,-25.7366,1
49.5,9.95663,10.6662,0.286018,0.343339,-0.351571,0.190783,-25.6299,1
49.6,9.98346,10.7015,0.250493,0.361724,-0.355246,0.183848,-25.6103,1
49.7,10.0068,10.7387,0.216489,0.382789,-0.34004,0.210649,-25.6874,1
49.8,10.027,10.7783,0.187053,0.409873,-0.294362,0.270834,-25.8765,1
49.9,10.0447,10.8211,0.167743,0.444903,-0.193097,0.350305,-26.1998,1
50,10.0615,10.8675,0.166906,0.484894,-0.00837884,0.399912,-26.6826,1
50.1,10.0793,10.9176,0.190815,0.516962,0.239093,0.320678,-27.3442,1
50.2,10.1004,10.9695,0.230625,0.52086,0.398097,0.038976,-28.1767,1
50.3,10.1248,11.0201,0.257095,0.490871,0.264706,-0.299885,-29.122,1
50.4,10.1501,11.0673,0.247914,0.451939,-0.0918151,-0.38932,-30.0767,1
50.5,10.1731,11.1116,0.212169,0.433987,-0.35745,-0.179526,-30.9505,1
50.6,10.1924,11.1556,0.174123,0.446337,-0.380457,0.123501,-31.7298,1
50.7,10.2088,11.202,0.15473,0.481321,-0.193926,0.349846,-32.4806,1
50.8,10.2249,11.252,0.166874,0.519433,0.121438,0.38112,-33.2952,1
50.9,10.2435,11.3046,0.204811,0.532113,0.379371,0.126796,-34.235,1
51,10.2655,11.3565,0.234699,0.505529,0.298877,-0.265843,-35.2845,1
51.1,10.2885,11.405,0.226295,0.466422,-0.0840407,-0.391072,-36.34,1
51.2,10.3093,11.4509,0.189896,0.449834,-0.363984,-0.165878,-37.2715,1
51.3,10.3264,11.4965,0.151923,0.462405,-0.379731,0.125717,-38.0188,1
51.4,10.3404,11.5443,0.127625,0.494179,-0.242983,0.317741,-38.6171,1
51.5,10.3529,11.5957,0.122629,0.533866,-0.0499588,0.396868,-39.1447,1
51.6,10.3659,11.6509,0.138389,0.570631,0.157598,0.367645,-39.6749,1
51.7,10.3815,11.7091,0.171771,0.592668,0.33382,0.220372,-40.2572,1
51.8,10.4006,11.7682,0.211669,0.58982,0.398985,-0.0284842,-40.912,1
51.9,10.4232,11.8258,0.239953,0.561534,0.282832,-0.282853,-41.6261,1
52,10.4473,11.8799,0.242216,0.521598,0.0226338,-0.399359,-42.3549,1
52.1,10.4704,11.9305,0.218811,0.489161,-0.234054,-0.324375,-43.0365,1
52.2,10.4904,11.9787,0.181428,0.47493,-0.37383,-0.142305,-43.6186,1
52.3,10.5065,12.0264,0.141606,0.478705,-0.398215,0.037749,-44.0768,1
52.4,10.5189,12.0751,0.105297,0.495487,-0.363096,0.167813,-44.4152,1
52.5,10.5278,12.1259,0.0739535,0.520338,-0.313431,0.248518,-44.6527,1
52.6,10.5339,12.1794,0.0469141,0.549815,-0.270393,0.294767,-44.8108,1
52.7,10.5374,12.236,0.0228631,0.581777,-0.24051,0.319616,-44.908,1
52.8,10.5385,12.2958,0.000448922,0.614907,-0.224142,0.331301,-44.9583,1
52.9,10.5375,12.359,-0.0215191,0.648334,-0.21968,0.334276,-44.9717,1
53,10.5342,12.4254,-0.0440354,0.681395,-0.225163,0.330608,-44.9552,1
53.1,10.5286,12.4952,-0.0679102,0.713489,-0.238749,0.320934,-44.9135,1
53.2,10.5205,12.5681,-0.0937858,0.743992,-0.258755,0.305034,-44.8496,1
53.3,10.5097,12.6439,-0.122138,0.772208,-0.283525,0.282159,-44.7653,1
53.4,10.496,12.7223,-0.153262,0.797334,-0.311235,0.251263,-44.6615,1
53.5,10.4789,12.8031,-0.187231,0.818456,-0.339688,0.211215,-44.5386,1
53.6,10.4584,12.8858,-0.223845,0.834561,-0.366143,0.161056,-44.3967,1
53.7,10.4341,12.9697,-0.262566,0.844595,-0.38721,0.10034,-44.2359,1
53.8,10.4058,13.0543,-0.302457,0.847551,-0.398906,0.0295591,-44.0563,1
53.9,10.3736,13.1389,-0.34215,0.84261,-0.396937,-0.0494097,-43.8585,1
54,10.3375,13.2225,-0.379877,0.829316,-0.377263,-0.132939,-43.6435,1
54.1,10.2978,13.3043,-0.413571,0.80776,-0.336944,-0.215566,-43.4131,1
54.2,10.2551,13.3836,-0.441081,0.778722,-0.275103,-0.290376,-43.1699,1
54.3,10.21,13.4598,-0.460453,0.743726,-0.193719,-0.349961,-42.9171,1
54.4,10.1635,13.5322,-0.47024,0.704942,-0.0978724,-0.387841,-42.6587,1
54.5,10.1165,13.6007,-0.469757,0.664945,0.0048381,-0.399971,-42.3994,1
54.6,10.07,13.6652,-0.459189,0.626366,0.10568,-0.385787,-42.1441,1
54.7,10.0251,13.7261,-0.439532,0.591529,0.19657,-0.348368,-41.8978,1
54.8,9.98248,13.7838,-0.412367,0.562168,0.271646,-0.293613,-41.6649,1
54.9,9.94288,13.8389,-0.379557,0.539288,0.328104,-0.228796,-41.4496,1
55,9.90676,13.892,-0.342942,0.523184,0.366149,-0.161044,-41.2551,1
55.1,9.8744,13.9439,-0.304116,0.513562,0.388254,-0.0962224,-41.0836,1
55.2,9.84598,13.995,-0.264301,0.509719,0.398149,-0.0384315,-40.9369,1
55.3,9.82155,14.046,-0.224314,0.510714,0.399876,0.00995811,-40.8158,1
55.4,9.80111,14.0974,-0.184602,0.515508,0.397117,0.047939,-40.7206,1
55.5,9.78461,14.1493,-0.145319,0.523047,0.392831,0.0753912,-40.6511,1
55.6,9.77202,14.2021,-0.106407,0.532312,0.389123,0.092648,-40.607,1
55.7,9.76332,14.2558,-0.0676814,0.54233,0.387253,0.100175,-40.5876,1
55.8,9.75849,14.3105,-0.0289102,0.552168,0.387713,0.098382,-40.5922,1
55.9,9.75755,14.3662,0.01012,0.560923,0.390302,0.0875466,-40.6201,1
56,9.76053,14.4226,0.0495405,0.567707,0.394204,0.0678442,-40.6703,1
56.1,9.76748,14.4796,0.0893455,0.571652,0.39805,0.0394487,-40.7419,1
56.2,9.77841,14.5367,0.129345,0.571921,0.399991,0.00269437,-40.834,1
56.3,9.79334,14.5937,0.169126,0.567748,0.397817,-0.0417288,-40.9452,1
56.4,9.81219,14.65,0.20804,0.558491,0.389139,-0.0925776,-41.0743,1
56.5,9.83486,14.7051,0.245205,0.5437,0.371651,-0.147904,-41.2195,1
56.6,9.86109,14.7585,0.279553,0.5232,0.343473,-0.205004,-41.3788,1
56.7,9.89057,14.8095,0.309905,0.497147,0.303524,-0.260525,-41.55,1
56.8,9.92282,14.8577,0.33509,0.466072,0.251852,-0.310758,-41.7304,1
56.9,9.95728,14.9025,0.354072,0.430862,0.189817,-0.352093,-41.9171,1
57,9.99328,14.9437,0.366077,0.392706,0.120049,-0.38156,-42.1067,1
57.1,10.0301,14.981,0.37069,0.352973,0.0461374,-0.39733,-42.2959,1
57.2,10.0671,15.0143,0.367902,0.31307,-0.0278803,-0.399027,-42.4813,1
57.3,10.1034,15.0437,0.358089,0.274293,-0.0981302,-0.387776,-42.6594,1
57.4,10.1384,15.0692,0.341945,0.237695,-0.161442,-0.365973,-42.827,1
57.5,10.1715,15.0913,0.320375,0.20401,-0.215702,-0.336857,-42.9811,1
57.6,10.2022,15.1102,0.29438,0.173608,-0.25995,-0.304016,-43.1189,1
57.7,10.2302,15.1262,0.264954,0.146513,-0.294256,-0.270949,-43.2381,1
57.8,10.2551,15.1397,0.233012,0.122437,-0.319427,-0.240762,-43.3364,1
57.9,10.2767,15.1508,0.199347,0.100834,-0.33665,-0.216025,-43.4118,1
58,10.2949,15.1599,0.164634,0.0809588,-0.347125,-0.198757,-43.4623,1
58.1,10.3096,15.1671,0.129461,0.0619104,-0.351733,-0.190484,-43.486,1
58.2,10.3208,15.1723,0.0943869,0.0426797,-0.350739,-0.192307,-43.4808,1
58.3,10.3285,15.1755,0.0600331,0.0221904,-0.343539,-0.204893,-43.4445,1
58.4,10.3329,15.1766,0.0271898,-0.00064201,-0.328433,-0.228324,-43.3748,1
58.5,10.3341,15.1752,-0.00306005,-0.0268135,-0.302498,-0.261715,-43.2691,1
58.6,10.3325,15.171,-0.0292266,-0.0570676,-0.261666,-0.302541,-43.1246,1
58.7,10.3285,15.1636,-0.0493534,-0.0916351,-0.201268,-0.345675,-42.9388,1
58.8,10.323,15.1525,-0.0610937,-0.129873,-0.117403,-0.382383,-42.7094,1
58.9,10.3169,15.1376,-0.0620381,-0.169862,-0.00944445,-0.399888,-42.4351,1
59,10.3112,15.1187,-0.0503899,-0.208129,0.116482,-0.382664,-42.116,1
59.1,10.3074,15.0963,-0.0259521,-0.239796,0.244378,-0.316669,-41.7542,1
59.2,10.3066,15.0713,0.00888414,-0.259454,0.348363,-0.19658,-41.3545,1
59.3,10.3094,15.0452,0.0487465,-0.262769,0.398624,-0.0331526,-40.9237,1
59.4,10.3162,15.0196,0.0860355,-0.248294,0.37289,0.144752,-40.4704,1
59.5,10.3261,14.9963,0.112794,-0.218562,0.267586,0.297318,-40.0027,1
59.6,10.3379,14.9764,0.122909,-0.179862,0.101145,0.387001,-39.5255,1
59.7,10.3497,14.9603,0.113715,-0.140933,-0.0919368,0.389291,-39.038,1
59.8,10.3598,14.9477,0.0867799,-0.111361,-0.269349,0.295721,-38.5311,1
59.9,10.3665,14.9371,0.0484274,-0.0999989,-0.383525,0.113616,-37.9871,1
60,10.3695,14.9265,0.0104473,-0.112549,-0.379801,-0.125504,-37.38,1
60.1,10.3695,14.9136,-0.0105032,-0.146624,-0.209506,-0.340745,-36.6796,1
60.2,10.3689,14.897,7.98358e-05,-0.185198,0.105831,-0.385746,-35.8606,1
60.3,10.3708,14.8777,0.0375301,-0.199251,0.374503,-0.140526,-34.9165,1
60.4,10.3761,14.8591,0.0685255,-0.173967,0.309953,0.252842,-33.8733,1
60.5,10.3826,14.8436,0.0604262,-0.134795,-0.080993,0.391714,-32.7828,1
60.6,10.3867,14.8307,0.0219012,-0.124033,-0.38525,0.107622,-31.6883,1
60.7,10.3875,14.8168,-0.00520078,-0.153452,-0.27102,-0.294191,-30.5896,1
60.8,10.3878,14.7996,0.0100705,-0.190422,0.152713,-0.369701,-29.4534,1
60.9,10.3908,14.7806,0.0500688,-0.190055,0.399983,0.00367576,-28.2651,1
61,10.3965,14.7635,0.0642954,-0.15267,0.142265,0.373846,-27.0672,1
61.1,10.4015,14.7497,0.0366089,-0.123801,-0.276865,0.288697,-25.9391,1
61.2,10.4032,14.7369,-0.00260882,-0.131673,-0.392177,-0.0787234,-24.9346,1
61.3,10.402,14.7219,-0.0212931,-0.167041,-0.186843,-0.35368,-24.048,1
61.4,10.4005,14.7033,-0.00858364,-0.204968,0.127094,-0.379272,-23.2386,1
61.5,10.4015,14.6819,0.02689,-0.223451,0.354736,-0.184831,-22.4715,1
61.6,10.4061,14.6601,0.0655838,-0.213313,0.386939,0.101382,-21.7349,1
61.7,10.4138,14.6404,0.0887726,-0.18072,0.231888,0.325926,-21.0387,1
61.8,10.4227,14.6243,0.0880926,-0.140726,-0.00680054,0.399942,-20.4034,1
61.9,10.4304,14.6119,0.0663972,-0.107121,-0.216954,0.336052,-19.8471,1
62,10.4353,14.6022,0.0318632,-0.0869366,-0.34534,0.201842,-19.3785,1
62.1,10.4365,14.5938,-0.00771248,-0.0811256,-0.395757,0.0581097,-18.9953,1
62.2,10.4337,14.5854,-0.0471925,-0.0875543,-0.3948,-0.0642864,-18.6881,1
62.3,10.4272,14.5758,-0.083952,-0.103326,-0.367595,-0.157714,-18.4443,1
62.4,10.4171,14.5644,-0.117,-0.125861,-0.330477,-0.225355,-18.2511,1
62.5,10.404,14.5504,-0.146208,-0.15319,-0.29208,-0.273293,-18.0974,1
62.6,10.3881,14.5336,-0.171827,-0.183909,-0.256193,-0.307189,-17.9739,1
62.7,10.3698,14.5135,-0.194229,-0.217048,-0.224021,-0.331383,-17.8732,1
62.8,10.3494,14.4901,-0.213784,-0.251942,-0.195546,-0.348944,-17.7895,1
62.9,10.3271,14.4631,-0.230809,-0.288138,-0.170249,-0.36196,-17.7184,1
63,10.3033,14.4324,-0.245555,-0.325321,-0.147464,-0.371826,-17.6563,1
63.1,10.2781,14.398,-0.258208,-0.363267,-0.126533,-0.379459,-17.6006,1
63.2,10.2518,14.3597,-0.268895,-0.401813,-0.10687,-0.385459,-17.5492,1
63.3,10.2245,14.3176,-0.277693,-0.440833,-0.0879735,-0.390206,-17.5005,1
63.4,10.1963,14.2715,-0.284635,-0.480226,-0.069428,-0.393929,-17.4532,1
63.5,10.1676,14.2215,-0.289725,-0.519901,-0.0508931,-0.396749,-17.4063,1
63.6,10.1385,14.1675,-0.292934,-0.559772,-0.0320941,-0.39871,-17.3591,1
63.7,10.1091,14.1096,-0.294215,-0.599751,-0.0128125,-0.399795,-17.3108,1
63.8,10.0797,14.0476,-0.293503,-0.639745,0.00712065,-0.399937,-17.261,1
63.9,10.0505,13.9816,-0.29072,-0.679648,0.0278294,-0.399031,-17.2091,1
64,10.0217,13.9117,-0.285781,-0.719342,0.0493955,-0.396938,-17.155,1
64.1,9.99349,13.8378,-0.278595,-0.758691,0.0718591,-0.393492,-17.0981,1
64.2,9.96611,13.7599,-0.269073,-0.797541,0.0952183,-0.388502,-17.0384,1
64.3,9.9398,13.6783,-0.25713,-0.835717,0.119426,-0.381756,-16.9756,1
64.4,9.91481,13.5928,-0.242691,-0.87302,0.14439,-0.37303,-16.9094,1
64.5,9.89139,13.5037,-0.225695,-0.909229,0.169965,-0.362094,-16.8399,1
64.6,9.8698,13.4111,-0.2061,-0.944101,0.195954,-0.348715,-16.7668,1
64.7,9.8503,13.315,-0.183889,-0.977368,0.222102,-0.332672,-16.6901,1
64.8,9.83315,13.2157,-0.15908,-1.00874,0.248096,-0.313765,-16.6097,1
64.9,9.81861,13.1134,-0.131723,-1.03793,0.273567,-0.291824,-16.5256,1
65,9.80693,13.0082,-0.101914,-1.0646,0.298088,-0.266727,-16.4379,1
65.1,9.79834,12.9006,-0.0697961,-1.08844,0.321182,-0.238415,-16.3465,1
65.2,9.79308,12.7907,-0.0355628,-1.10913,0.342333,-0.206902,-16.2516,1
65.3,9.79132,12.6789,0.000536587,-1.12636,0.360994,-0.172289,-16.1533,1
65.4,9.79326,12.5656,0.0381974,-1.13984,0.376609,-0.134781,-16.0516,1
65.5,9.79902,12.4512,0.0770605,-1.14931,0.388631,-0.0946891,-15.947,1
65.6,9.80871,12.336,0.116715,-1.15455,0.396548,-0.0524348,-15.8394,1
65.7,9.82238,12.2205,0.156706,-1.15541,0.399909,-0.00854957,-15.7293,1
65.8,9.84005,12.1051,0.196541,-1.15177,0.398346,0.0363364,-15.617,1
65.9,9.86166,11.9903,0.235702,-1.14362,0.391607,0.0815104,-15.5028,1
66,9.88713,11.8766,0.273659,-1.131,0.37957,0.1262,-15.387,1
66.1,9.9163,11.7644,0.309885,-1.11404,0.362262,0.169605,-15.2701,1
66.2,9.94899,11.654,0.343871,-1.09295,0.339867,0.210928,-15.1525,1
66.3,9.98494,11.546,0.375143,-1.06801,0.31272,0.249411,-15.0347,1
66.4,10.0239,11.4406,0.403274,-1.03957,0.281305,0.284372,-14.9171,1
66.5,10.0654,11.3382,0.427897,-1.00805,0.246226,0.315234,-14.8003,1
66.6,10.1093,11.2391,0.448715,-0.973891,0.208186,0.341553,-14.6846,1
66.7,10.155,11.1435,0.46551,-0.937587,0.167952,0.363032,-14.5705,1
66.8,10.2021,11.0517,0.478143,-0.899634,0.126321,0.37953,-14.4585,1
66.9,10.2504,10.9637,0.486551,-0.860528,0.0840821,0.391063,-14.349,1
67,10.2992,10.8796,0.490749,-0.820749,0.0419867,0.39779,-14.2423,1
67.1,10.3483,10.7995,0.490821,-0.780749,0.000719078,0.399999,-14.139,1
67.2,10.3972,10.7234,0.486909,-0.740941,-0.0391245,0.398082,-14.0392,1
67.3,10.4455,10.6513,0.479204,-0.70169,-0.0770497,0.392509,-13.9433,1
